 Descriptor,Time,Date,Day of Week,Police Report,Lighting Conditions,Municipality,Collision Type Descriptor,County Name,Road Descriptor,Weather Conditions,Traffic Control Device,Road Surface Conditions,Pedestrian Bicyclist Action,Event Descriptor,Number of Vehicles Involved
 Accident,15:28,02/24/2014,Monday,Y,Daylight,POUGHKEEPSIE,REAR END,DUTCHESS,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,11:27,02/14/2014,Friday,Y,Daylight,ALBANY,OTHER,ALBANY,Straight and Level,Cloudy,None,Slush,Not Applicable,"Barrier, Collision With Fixed Object",1
 Accident,16:00,05/09/2014,Friday,Y,Daylight,KINGS,OTHER,KINGS,Straight and Level,Cloudy,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",3
 Damage Accident,15:50,12/04/2014,Thursday,Y,Daylight,BRONX,SIDESWIPE,BRONX,Straight and Level,Clear,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,0:00,10/03/2014,Friday,N,Unknown,KINGS,Unknown,KINGS,Unknown,Unknown,Unknown,Unknown,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,18:12,10/24/2014,Friday,Y,Dark-Road Lighted,LITTLE FALLS,OTHER,HERKIMER,Curve and Grade,Cloudy,No Passing Zone,Dry,Not Applicable,Deer,1
 Damage Accident,18:40,10/11/2014,Saturday,Y,Dusk,OSSINING,OTHER,WESTCHESTER,Straight and Level,Cloudy,None,Dry,Not Applicable,Deer,1
 Damage Accident,0:00,06/16/2014,Monday,N,Unknown,HASTINGS ON HUDSON,Unknown,WESTCHESTER,Unknown,Unknown,Unknown,Unknown,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,21:15,07/22/2014,Tuesday,Y,Dark-Road Lighted,QUEENS,OTHER,QUEENS,Straight and Level,Clear,Traffic Signal,Dry,"Crossing, Against Signal","Bicyclist, Collision With",1
 Damage Accident,7:50,10/25/2014,Saturday,Y,Daylight,BETHLEHEM,RIGHT ANGLE,ALBANY,Straight and Level,Clear,Stop Sign,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage & Injury Accident,9:26,08/17/2014,Sunday,Y,Daylight,HEMPSTEAD,RIGHT ANGLE,NASSAU,Straight and Level,Rain,None,Wet,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,22:40,09/05/2014,Friday,Y,Dark-Road Lighted,QUEENS,OTHER,QUEENS,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",3
 Accident,23:30,05/16/2014,Friday,Y,Dark-Road Lighted,KINGS,OTHER,KINGS,Straight and Level,Rain,Traffic Signal,Wet,"Crossing, With Signal","Pedestrian, Collision With",1
 Accident,23:30,05/16/2014,Friday,Y,Dark-Road Lighted,KINGS,OTHER,KINGS,Straight and Level,Rain,Traffic Signal,Wet,"Crossing, With Signal","Pedestrian, Collision With",1
 Damage Accident,14:50,08/31/2014,Sunday,N,Unknown,NEW YORK,Unknown,NEW YORK,Unknown,Unknown,Traffic Signal,Unknown,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,12:02,02/25/2014,Tuesday,Y,Daylight,WALLKILL,REAR END,ORANGE,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,17:00,06/09/2014,Monday,Y,Daylight,ROME,OTHER,ONEIDA,Straight and Level,Cloudy,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,8:27,03/24/2014,Monday,Y,Daylight,RAMAPO,OTHER,ROCKLAND,Straight and Level,Clear,None,Dry,Other Actions in Roadway,"Pedestrian, Collision With",1
 Accident,7:46,04/12/2014,Saturday,Y,Daylight,QUEENS,OTHER,QUEENS,Straight and Level,Clear,Traffic Signal,Dry,"Crossing, With Signal","Pedestrian, Collision With",1
 Damage Accident,15:35,10/12/2014,Sunday,N,Unknown,QUEENS,Unknown,QUEENS,Unknown,Unknown,Unknown,Unknown,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,0:00,11/23/2014,Sunday,N,Unknown,,OTHER,ONONDAGA,Unknown,Unknown,Unknown,Unknown,Not Applicable,Deer,1
 Damage Accident,16:15,03/14/2014,Friday,Y,Unknown,QUEENS,OTHER,QUEENS,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,17:00,02/08/2014,Saturday,Y,Daylight,QUEENS,OTHER,QUEENS,Straight and Level,Clear,Traffic Signal,Dry,"Crossing, With Signal","Pedestrian, Collision With",1
 Damage Accident,14:00,10/01/2014,Wednesday,N,Daylight,NEW YORK,OVERTAKING,NEW YORK,Straight and Level,Cloudy,None,Wet,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,9:50,06/11/2014,Wednesday,Y,Daylight,MAMARONECK,REAR END,WESTCHESTER,Straight and Level,Cloudy,None,Wet,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,22:30,11/07/2014,Friday,N,Unknown,ELLERY,OTHER,CHAUTAUQUA,Unknown,Unknown,Unknown,Unknown,Not Applicable,Deer,1
 Damage Accident,6:18,02/13/2014,Thursday,Y,Dawn,HUNTINGTON,Unknown,SUFFOLK,Straight and Level,Snow,None,Snow/Ice,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,6:38,09/07/2014,Sunday,Y,Daylight,NEWBURGH,OTHER,ORANGE,Straight and Level,Clear,None,Dry,Not Applicable,"Fence, Collision With Fixed Object",1
 Accident,15:40,05/30/2014,Friday,Y,Unknown,BUFFALO,OTHER,ERIE,Unknown,Unknown,Stop Sign,Unknown,"Crossing, No Signal or Crosswalk","Pedestrian, Collision With",1
 Damage Accident,17:15,12/12/2014,Friday,Y,Dark-Road Unlighted,MARTINSBURG,OTHER,LEWIS,Straight and Level,Cloudy,None,Snow/Ice,Not Applicable,Deer,1
 Damage & Injury Accident,7:40,05/04/2014,Sunday,Y,Daylight,WILTON,OTHER,SARATOGA,Straight and Grade,Cloudy,None,Wet,Not Applicable,"Animal, Collision With",1
 Accident,15:25,11/03/2014,Monday,Y,Daylight,HAMBURG,OTHER,ERIE,Straight and Grade,Cloudy,None,Dry,"Crossing, No Signal or Crosswalk","Pedestrian, Collision With",1
 Damage Accident,22:22,02/21/2014,Friday,Y,Dark-Road Unlighted,VESTAL,Unknown,BROOME,Straight and Level,Cloudy,None,Wet,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,19:18,01/03/2014,Friday,Y,Dark-Road Lighted,,SIDESWIPE,UNKNOWN,Straight and Grade,Clear,None,Snow/Ice,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,11:50,09/19/2014,Friday,N,Unknown,KINGS,Unknown,KINGS,Unknown,Unknown,Unknown,Unknown,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,9:26,01/21/2014,Tuesday,Y,Daylight,ELMA,SIDESWIPE,ERIE,Straight and Level,Cloudy,Stop Sign,Wet,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,13:00,09/07/2014,Sunday,Y,Daylight,KINGS,OTHER,KINGS,Straight and Grade,Clear,Traffic Signal,Dry,Not Applicable,"Other*, Non-Collision",1
 Damage Accident,15:48,04/12/2014,Saturday,Y,Daylight,HAMBURG,OVERTAKING,ERIE,Straight and Level,Cloudy,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,2:40,10/15/2014,Wednesday,Y,Dark-Road Lighted,KINGS,OVERTAKING,KINGS,Straight and Grade,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,10:00,07/05/2014,Saturday,Y,Daylight,ONEIDA,RIGHT ANGLE,MADISON,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,11:45,02/02/2014,Sunday,Y,Daylight,SYRACUSE,LEFT TURN (0),ONONDAGA,Straight and Level,Cloudy,None,Wet,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,10:59,02/14/2014,Friday,N,Daylight,RAMAPO,REAR END,ROCKLAND,Straight and Grade,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,12:00,05/26/2014,Monday,N,Daylight,SOUTHAMPTON,OVERTAKING,SUFFOLK,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,7:08,06/25/2014,Wednesday,Y,Daylight,BRONX,RIGHT TURN (5),BRONX,Curve and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,23:15,10/29/2014,Wednesday,Y,Dark-Road Lighted,QUEENS,OTHER,QUEENS,Straight and Level,Cloudy,None,Wet,"Crossing, No Signal or Crosswalk","Pedestrian, Collision With",1
 Accident,17:30,12/01/2014,Monday,Y,Daylight,CATSKILL,REAR END,GREENE,Straight and Level,Cloudy,Stop Sign,Wet,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,17:09,06/30/2014,Monday,Y,Daylight,AMHERST,RIGHT ANGLE,ERIE,Straight and Level,Clear,Stop Sign,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage & Injury Accident,16:15,01/14/2014,Tuesday,Y,Daylight,ISLIP,OTHER,SUFFOLK,Straight and Level,Rain,None,Wet,Not Applicable,"Other Motor Vehicle, Collision With",3
 Damage Accident,18:20,03/03/2014,Monday,Y,Dark-Road Unlighted,MONROE,OTHER,ORANGE,Straight and Level,Cloudy,None,Dry,Not Applicable,Deer,1
 Accident,19:30,05/17/2014,Saturday,Y,Daylight,BRONX,RIGHT ANGLE,BRONX,Straight and Level,Clear,Stop Sign,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,11:00,07/18/2014,Friday,Y,Daylight,OYSTER BAY,RIGHT ANGLE,NASSAU,Straight and Level,Clear,Stop Sign,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,8:54,12/23/2014,Tuesday,Y,Daylight,SOUTHAMPTON,LEFT TURN (0),SUFFOLK,Curve and Level,Rain,Stop Sign,Wet,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,0:45,09/22/2014,Monday,Y,Dark-Road Lighted,QUEENS,OVERTAKING,QUEENS,Straight and Grade,Rain,None,Wet,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,10:11,06/19/2014,Thursday,Y,Daylight,ELMIRA,Unknown,CHEMUNG,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage & Injury Accident,7:07,05/05/2014,Monday,Y,Daylight,EAST BLOOMFIELD,OTHER,ONTARIO,Curve and Level,Clear,No Passing Zone,Dry,Not Applicable,"Overturned, Non-Collision",1
 Accident,12:45,10/21/2014,Tuesday,Y,Daylight,NEW YORK,OTHER,NEW YORK,Straight and Level,Clear,Traffic Signal,Dry,Unknown,"Other Motor Vehicle, Collision With",2
 Damage & Injury Accident,9:50,01/10/2014,Friday,Y,Daylight,ISLIP,OTHER,SUFFOLK,Curve and Level,Rain,None,Snow/Ice,Not Applicable,"Other Motor Vehicle, Collision With",4
 Damage Accident,19:10,09/17/2014,Wednesday,Y,Dark-Road Lighted,SOUTHOLD,OTHER,SUFFOLK,Straight and Level,Clear,No Passing Zone,Dry,Not Applicable,Deer,1
 Accident,12:30,01/21/2014,Tuesday,N,Unknown,YONKERS,REAR END,WESTCHESTER,Unknown,Unknown,Unknown,Unknown,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,11:45,05/08/2014,Thursday,N,Unknown,KINGS,OVERTAKING,KINGS,Unknown,Unknown,Unknown,Unknown,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,11:35,12/25/2014,Thursday,N,Unknown,QUEENS,Unknown,QUEENS,Unknown,Unknown,Unknown,Unknown,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,8:30,04/14/2014,Monday,Y,Daylight,QUEENS,OTHER,QUEENS,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",3
 Accident,12:30,11/12/2014,Wednesday,Y,Daylight,NEW YORK,OTHER,NEW YORK,Straight and Level,Cloudy,Traffic Signal,Dry,Unknown,"Bicyclist, Collision With",1
 Damage Accident,14:30,08/21/2014,Thursday,N,Unknown,KINGS,Unknown,KINGS,Unknown,Unknown,Unknown,Unknown,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,18:41,09/05/2014,Friday,Y,Daylight,OSWEGO,OTHER,OSWEGO,Straight and Grade,Clear,Traffic Signal,Dry,"Crossing, No Signal, Marked Crosswalk","Pedestrian, Collision With",1
 Damage Accident,15:45,05/20/2014,Tuesday,N,Unknown,KINGS,OTHER,KINGS,Unknown,Unknown,Unknown,Unknown,Not Applicable,"Other Motor Vehicle, Collision With",3
 Damage Accident,15:12,01/28/2014,Tuesday,Y,Daylight,ALBANY,REAR END,ALBANY,Straight and Level,Cloudy,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,17:17,10/08/2014,Wednesday,Y,Daylight,WATERTOWN,OTHER,JEFFERSON,Straight and Level,Cloudy,None,Wet,Not Applicable,"Other Motor Vehicle, Collision With",3
 Damage Accident,23:55,10/29/2014,Wednesday,Y,Dark-Road Lighted,TONAWANDA,OVERTAKING,ERIE,Curve and Level,Cloudy,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,20:40,06/15/2014,Sunday,Y,Dark-Road Lighted,KINGS,RIGHT ANGLE,KINGS,Straight and Level,Clear,Stop Sign,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,13:50,11/21/2014,Friday,Y,Daylight,NEW YORK,OVERTAKING,NEW YORK,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,12:05,08/11/2014,Monday,Y,Daylight,ULSTER,OTHER,ULSTER,Curve and Level,Clear,None,Dry,Not Applicable,"Other Fixed Object*, Collision With Fixed Object",1
 Accident,20:30,07/10/2014,Thursday,Y,Dusk,BRONX,REAR END,BRONX,Straight at Hill Crest,Clear,Stop Sign,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,8:00,07/07/2014,Monday,Y,Daylight,,OTHER,ROCKLAND,Straight and Grade,Clear,None,Dry,Not Applicable,"Culver/Head Wall, Collision With Fixed Object",1
 Damage Accident,7:04,10/31/2014,Friday,Y,Dark-Road Unlighted,ELLISBURG,OTHER,JEFFERSON,Straight and Grade,Cloudy,No Passing Zone,Dry,Not Applicable,Deer,1
 Damage Accident,13:25,11/16/2014,Sunday,N,Unknown,NEW ROCHELLE,REAR END,WESTCHESTER,Unknown,Unknown,Traffic Signal,Unknown,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,7:04,10/31/2014,Friday,Y,Dark-Road Unlighted,ELLISBURG,OTHER,JEFFERSON,Straight and Grade,Cloudy,No Passing Zone,Dry,Not Applicable,Deer,1
 Damage Accident,17:00,12/23/2014,Tuesday,Y,Dark-Road Unlighted,ORANGEVILLE,OTHER,WYOMING,Straight and Grade,Cloudy,None,Dry,Not Applicable,Deer,1
 Damage Accident,7:20,09/23/2014,Tuesday,Y,Daylight,CLAY,REAR END,ONONDAGA,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,8:52,06/08/2014,Sunday,Y,Daylight,BRONX,RIGHT ANGLE,BRONX,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,15:50,02/02/2014,Sunday,Y,Daylight,BUFFALO,Unknown,ERIE,Straight and Level,Cloudy,None,Snow/Ice,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,6:30,07/07/2014,Monday,Y,Daylight,NEW YORK,OTHER,NEW YORK,Straight and Level,Cloudy,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",3
 Damage Accident,1:00,03/16/2014,Sunday,N,Unknown,PLEASANT VALLEY,OTHER,DUTCHESS,Unknown,Unknown,Unknown,Unknown,Not Applicable,Deer,1
 Accident,20:30,07/31/2014,Thursday,Y,Daylight,SYRACUSE,HEAD ON,ONONDAGA,Straight and Level,Cloudy,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,16:59,02/23/2014,Sunday,Y,Daylight,CATSKILL,HEAD ON,GREENE,Straight and Grade,Clear,None,Wet,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,17:35,01/21/2014,Tuesday,Y,Daylight,BRONX,REAR END,BRONX,Straight at Hill Crest,Snow,Traffic Signal,Snow/Ice,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,12:39,03/29/2014,Saturday,Y,Daylight,SYRACUSE,RIGHT ANGLE,ONONDAGA,Straight and Level,Cloudy,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,15:00,11/11/2014,Tuesday,Y,Daylight,HEMPSTEAD,REAR END,NASSAU,Curve and Grade,Clear,Stop Sign,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,9:19,10/13/2014,Monday,Y,Daylight,ISLIP,OTHER,SUFFOLK,Straight and Level,Clear,Stop Sign,Dry,Not Applicable,"Other Motor Vehicle, Collision With",3
 Damage Accident,13:30,03/14/2014,Friday,N,Daylight,KINGS,OTHER,KINGS,Straight and Level,Clear,None,Dry,Not Applicable,"Fence, Collision With Fixed Object",1
 Damage Accident,13:02,03/20/2014,Thursday,Y,Daylight,ENDICOTT,RIGHT ANGLE,BROOME,Straight and Level,Cloudy,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,17:30,11/19/2014,Wednesday,Y,Dark-Road Unlighted,OGDEN,OTHER,MONROE,Straight and Level,Snow,No Passing Zone,Slush,Not Applicable,Deer,1
 Damage Accident,7:10,03/06/2014,Thursday,Y,Daylight,CLAY,REAR END,ONONDAGA,Straight and Level,Clear,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,10:28,03/20/2014,Thursday,Y,Daylight,KINGSTON,SIDESWIPE,ULSTER,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,11:18,10/17/2014,Friday,Y,Daylight,ROCHESTER,REAR END,MONROE,Straight and Level,Cloudy,None,Wet,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,12:52,09/12/2014,Friday,Y,Daylight,ALBANY,REAR END,ALBANY,Straight and Level,Clear,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,7:15,04/01/2014,Tuesday,N,Daylight,NEW YORK,Unknown,NEW YORK,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,13:30,07/04/2014,Friday,Y,Daylight,ALBANY,RIGHT ANGLE,ALBANY,Straight and Level,Cloudy,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,12:15,08/15/2014,Friday,Y,Daylight,HEMPSTEAD,RIGHT ANGLE,NASSAU,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,23:15,10/09/2014,Thursday,Y,Dark-Road Unlighted,NUNDA,OTHER,LIVINGSTON,Straight and Grade,Cloudy,None,Dry,Not Applicable,Deer,1
 Damage Accident,14:30,07/29/2014,Tuesday,N,Unknown,NEW YORK,OVERTAKING,NEW YORK,Unknown,Unknown,Unknown,Unknown,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,11:17,01/10/2014,Friday,Y,Daylight,MAMARONECK,OTHER,WESTCHESTER,Straight and Level,Snow,None,Snow/Ice,Not Applicable,"Sign Post, Collision With Fixed Object",1
 Accident,17:09,05/06/2014,Tuesday,Y,Daylight,KINGS,Unknown,KINGS,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,11:15,06/30/2014,Monday,N,Daylight,NEW YORK,OTHER,NEW YORK,Straight and Level,Clear,Traffic Signal,Dry,Not Applicable,"Other*, Non-Collision",1
 Accident,21:53,08/02/2014,Saturday,Y,Dark-Road Lighted,BRONX,REAR END,BRONX,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,21:20,05/23/2014,Friday,Y,Dark-Road Lighted,BRONX,OTHER,BRONX,Straight and Level,Rain,Stop Sign,Wet,Unknown,"Pedestrian, Collision With",1
 Damage Accident,15:55,05/01/2014,Thursday,Y,Daylight,BABYLON,Unknown,SUFFOLK,Straight and Level,Cloudy,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,2:30,07/27/2014,Sunday,Y,Dark-Road Lighted,SMITHTOWN,OTHER,SUFFOLK,Curve and Level,Cloudy,None,Dry,Not Applicable,"Curbing, Collision With Fixed Object",1
 Damage Accident,16:05,02/12/2014,Wednesday,Y,Daylight,ALBANY,RIGHT ANGLE,ALBANY,Straight and Level,Clear,Stop Sign,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,14:10,06/10/2014,Tuesday,Y,Daylight,KINGS,RIGHT ANGLE,KINGS,Straight and Level,Clear,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,19:35,06/25/2014,Wednesday,Y,Daylight,KINGS,OTHER,KINGS,Unknown,Clear,Unknown,Dry,Not Applicable,"Other Motor Vehicle, Collision With",5
 Damage Accident,19:00,09/20/2014,Saturday,N,Daylight,WAWARSING,REAR END,ULSTER,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,13:49,03/07/2014,Friday,Y,Daylight,BIG FLATS,OVERTAKING,CHEMUNG,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,18:10,05/30/2014,Friday,Y,Daylight,OYSTER BAY,OVERTAKING,NASSAU,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,15:30,07/25/2014,Friday,Y,Daylight,RICHMOND,SIDESWIPE,RICHMOND,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,1:20,12/14/2014,Sunday,Y,Dark-Road Lighted,ROCHESTER,OTHER,MONROE,Straight and Level,Clear,None,Slush,Not Applicable,"Other Motor Vehicle, Collision With",3
 Damage & Injury Accident,16:00,07/18/2014,Friday,N,Daylight,BRONX,Unknown,BRONX,Straight and Grade,Clear,Stop Sign,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,18:01,01/18/2014,Saturday,Y,Dark-Road Lighted,TROY,OVERTAKING,RENSSELAER,Straight at Hill Crest,Snow,None,Snow/Ice,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,15:20,01/22/2014,Wednesday,Y,Daylight,KINGS,OTHER,KINGS,Straight and Level,Clear,Traffic Signal,Slush,Unknown,"Pedestrian, Collision With",1
 Damage Accident,7:30,02/18/2014,Tuesday,Y,Daylight,DRYDEN,RIGHT ANGLE,TOMPKINS,Straight and Grade,Snow,None,Snow/Ice,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,20:17,11/27/2014,Thursday,Y,Dusk,KINGS,OTHER,KINGS,Straight and Level,Clear,None,Dry,"Crossing, No Signal or Crosswalk","Pedestrian, Collision With",1
 Damage Accident,4:30,08/05/2014,Tuesday,Y,Dark-Road Lighted,KINGS,Unknown,KINGS,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,0:00,11/11/2014,Tuesday,N,Unknown,LYSANDER,OTHER,ONONDAGA,Unknown,Unknown,Unknown,Unknown,Not Applicable,"Ran Off Roadway Only, Non-Collision",1
 Damage & Injury Accident,19:57,12/06/2014,Saturday,Y,Dark-Road Unlighted,BEEKMANTOWN,OTHER,CLINTON,Straight and Level,Cloudy,No Passing Zone,Wet,Not Applicable,Deer,1
 Accident,16:40,12/10/2014,Wednesday,Y,Dark-Road Lighted,KINGS,OTHER,KINGS,Straight and Level,Snow,None,Wet,Not in Roadway (Indicate),"Bicyclist, Collision With",1
 Damage Accident,13:27,10/18/2014,Saturday,Y,Daylight,NEW PALTZ,OTHER,ULSTER,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,16:55,03/20/2014,Thursday,Y,Daylight,PHILLIPSTOWN,OTHER,PUTNAM,Straight and Grade,Clear,No Passing Zone,Dry,Not Applicable,Deer,1
